,iata,name,country,city_name,latitude,longitude
392,IZO,Izumo,Japan,Izumo,35.41485,132.885751
393,JAA,Jalalabad,Afghanistan,Jalalabad,34.401257,70.496824
394,JAF,Kankesanturai,Sri Lanka,Jaffna,9.791667,80.075
395,JAI,Jaipur,India,Jaipur,26.822004,75.800995
396,JDH,Jodhpur,India,Jodhpur,26.263948,73.050552
397,JDZ,Jingdezhen Airport,China,Jingdezhen,29.335489,117.17879
398,JED,King Abdulaziz International Airport,Saudi Arabia,Jeddah,21.670232,39.150579
399,JGA,Jamnagar,India,Jamnagar,22.463333,70.011944
400,JGB,Jagdalpur Airport,India,Jagdalpur,19.066667,82.033333
401,JGD,Jiagedaqi Airport,China,Jiagedaqi District,50.370556,124.11667
402,JGN,Jiayuguan Airport,China,Jiayuguan,39.856988,98.341401
403,JGS,Jinggangshan Airport,China,Ji'An,26.856899,114.737
404,JHB,Sultan Ismail,Malaysia,Johor Bharu,1.63668,103.667959
405,JHG,Xishuangbanna Gasa International Airport,China,Jinghong,21.973422,100.766454
406,JIC,Jinchuan Airport,China,Jinchang,38.541943,102.34861
407,JIO,Jos Orno Imsula Airport,Indonesia,Tiakur,-8.140276,127.908115
408,JIQ,Qianjiang Wulingshan Airport,China,Qianjiang,29.517558,108.829189
409,JIU,Jiujiang Lushan Airport,China,Jiujiang,29.7,115.966667
410,JJN,Quanzhou Airport,China,Jinjiang,24.802809,118.587293
411,JKR,Janakpur,Nepal,Janakpur,26.708333,85.923889
412,JLG,Jalgaon Airport,India,Jalgaon,20.9619444,75.6266667
413,JLR,Jabalpur,India,Jabalpur,23.17778,80.05194
414,JMJ,Jingmai Airport,China,Lancang,22.417494,99.784156
415,JMU,Jiamusi Airport,China,Jiamusi,46.845396,130.455408
416,JNG,Jining Da'an Airport,China,Jining,35.646944,116.742222
417,JNZ,Jinzhou Airport,China,Jinzhou,41.116667,121.016667
418,JOG,Adi Sutjipto,Indonesia,Yogyakarta,-7.785572,110.43706
419,JRG,Veer Surendra Sai Airport,India,Jharsuguda,21.912951,84.050091
420,JRH,Jorhat,India,Jorhat,26.734483,94.184902
421,JSA,Jaisalmer,India,Jaisalmer,26.891826,70.866864
422,JSJ,Jiansanjiang Airport,China,Jiansanjiang,47.108056,132.656389
423,JSR,Jessore,Bangladesh,Jessore,23.17696,89.160648
424,JUH,Chizhou Jiuhuashan Airport,China,Chizhou,30.766115,117.735677
425,JUZ,Quzhou Airport,China,"Quzhou, Zhejiang Province",28.966667,118.833333
426,JWN,Zanjan Airport,Iran,Zanjan,36.774417,48.369855
427,JXA,Jixi Airport,China,Jixi,45.306082,130.996745
428,JYR,Jiroft Airport,Iran,Jiroft,28.7269,57.6703
429,JZH,Jiuzhai Huanglong Airport,China,Song Pan,32.856667,103.683056
430,KAC,Kameshli,Syrian Arab Republic,Kameshli,37.031741,41.202684
431,KAW,Kawthoung Airport,Myanmar,Kawthaung,10.05,98.516667
432,KAZ,Kau Airport,Indonesia,Kau,1.166667,127.866667
433,KBL,Kabul International,Afghanistan,Kabul,34.560692,69.211521
434,KBR,Sultan Ismail Petra,Malaysia,Kota Bharu,6.17057,102.290915
435,KBU,Gusti Syamsir Alam Airport,Indonesia,Kotabaru,-3.295796,116.165701
436,KBV,Krabi,Thailand,Krabi,8.097281,98.980619
437,KCA,Kuqa Airport,China,Kuqa,41.71806,82.98694
438,KCH,Kuching International,Malaysia,Kuching,1.484167,110.340833
439,KCM,Kahramanmaras,Turkiye,Kahramanmaras,37.534444,36.950556
440,KCZ,Kochi,Japan,Kochi,33.547689,133.674852
441,KDH,Kandahar,Afghanistan,Kandahar,31.506944,65.8475
442,KDI,Wolter Monginsidi,Indonesia,Kendari,-4.081461,122.418851
443,KDU,Skardu Airport,Pakistan,Skardu,35.333008,75.538618
444,KEA,Kerki International Airport,Turkmenistan,Kerki,37.822201,65.135306
445,KEI,Kepi Airport,Indonesia,Kepi,-6.566667,139.333333
446,KEP,Nepalganj Airport,Nepal,Nepalganj,28.1036,81.667
447,KER,Kerman,Iran,Kerman,30.258778,56.961921
448,KET,Kengtung,Myanmar,Keng Tung,21.3,99.616667
449,KGF,Sary-Arka,Kazakhstan,Karaganda,49.675257,73.328364
450,KGT,Kangding Airport,China,Kangding,30.13176,101.747534
451,KHD,Khorramabad Airport,Iran,Khorramabad,33.438611,48.280833
452,KHG,Kashi,China,Kashi,39.53689,76.010387
453,KHH,Kaohsiung International,Taiwan,Kaohsiung,22.5725,120.345278
454,KHI,Jinnah International,Pakistan,Karachi,24.899986,67.16828
455,KHN,Nanchang Airport,China,Nanchang,28.859902,115.907845
456,KHS,Khasab,Oman,Khasab,26.163939,56.23506
457,KHT,FOB Salerno,Afghanistan,Khost,33.336574,69.960068
458,KHY,Khoy Airport,Iran,Khoy,38.421558,44.97413
459,KIH,Kish International Airport,Iran,Kish Island,26.532277,53.972085
460,KIJ,Niigata Airport,Japan,Niigata,37.951993,139.11325
461,KIK,Kirkuk AB,Iraq,Kirkuk,35.513314,44.283615
462,KIX,Kansai International Airport,Japan,Osaka,34.43533,135.243977
463,KJB,Kurnool Airport,India,Kurnool,15.714722,78.178056
464,KJH,Kaili Huangping Airport,China,Kaili,26.97194,107.9875
465,KJI,Kanas Airport,China,Buerjin,48.22167,86.99611
466,KJT,Kertajati International Airport,Indonesia,Majalengka,-6.649717,108.166296
467,KKC,Khon Kaen,Thailand,Khon Kaen,16.464671,102.787494
468,KKJ,Kitakyushu,Japan,Kitakyushu,33.846156,131.034936
469,KKX,Kikaiga Shima Airport,Japan,Kikaiga Shima,28.321389,129.928056
470,KLH,Kolhapur,India,Kolhapur,16.666667,74.333333
471,KLO,Kalibo,Philippines,Kalibo,11.687152,122.381832
472,KMG,Kunming Changshui International Airport,China,Kunming,25.101944,102.929167
473,KMI,Miyazaki Airport,Japan,Miyazaki,31.872497,131.441466
474,KMJ,Kumamoto Airport,Japan,Kumamoto,32.834132,130.85799
475,KMQ,Komatsu Airport,Japan,Komatsu,36.402369,136.413428
476,KMV,Kalay Airport,Myanmar,Kalemyo,23.183333,94.05
477,KNG,Kaimana,Indonesia,Kaimana,-3.65,133.75
478,KNH,Shang Yi,Taiwan,Kinmen,24.435001,118.368581
479,KNO,Knokke,Indonesia,Kuala Namu,3.635369,98.879016
480,KNU,Kanpur,India,Kanpur,26.404278,80.40989
481,KOE,El Tari,Indonesia,Kupang,-10.168536,123.667254
482,KOJ,Kagoshima Airport,Japan,Kagoshima,31.801224,130.715616
483,KOP,Nakhon Phanom,Thailand,Nakhon Phanom,17.4,104.75
484,KOS,Sihanoukville,Cambodia,Sihanoukville,10.580739,103.639079
485,KOV,Kokshetau Airport,Kazakhstan,Kokshetau,53.333268,69.591593
486,KOW,Ganzhou Airport,China,Ganzhou,25.849628,114.777786
487,KPO,Pohang,Republic of Korea,Pohang,35.983713,129.433743
488,KQH,Ajmer Airport,India,Kishangarh,26.591219,74.813277
489,KQT,Qurghonteppa International Airport,Tajikistan,Kurgon-Tyube,37.865622,68.865131
490,KRL,Korla Airport,China,Korla,41.616399,86.143123
491,KRW,Turkmenbashi Airport,Turkmenistan,Turkmanbashi,40.056157,53.012671
492,KRY,Karamay Airport,China,Karamay,45.616667,84.883333
493,KSH,Shahid Ashrafi Esfahani,Iran,Kermanshah,34.355916,47.145128
494,KSN,Kostanay Airport,Kazakhstan,Kostanay,53.206083,63.550049
495,KSQ,Karshi Airport,Uzbekistan,Karshi,38.8111,65.7739
496,KSY,Kars Airport,Turkiye,Kars,40.551667,43.085833
497,KTD,Kitadaito,Japan,Kitadaito,25.944371,131.325167
498,KTG,Rahadi Usman,Indonesia,Ketapang,-1.833333,109.983333
499,KTM,Tribhuvan International,Nepal,Kathmandu,27.699906,85.35657
500,KUA,Kuantan,Malaysia,Kuantan,3.780765,103.215182
501,KUB,Kunsan Ab,South Korea,Kunsan,,
502,KUH,Kushiro,Japan,Kushiro,43.045651,144.196819
503,KUL,Kuala Lumpur International Airport,Malaysia,Kuala Lumpur,2.744344,101.717259
504,KUM,Yakushima Airport,Japan,Yakushima,30.385556,130.659167
505,KUT,Kutaisi,Georgia,Kutaisi,42.176389,42.4825
506,KUU,Kullu Manali,India,Kulu,31.983333,77.1
507,KUV,Gunsan Airport,Republic of Korea,Gunsan,35.903801,126.615997
508,KVD,Gyandzha,Azerbaijan,Ganja International,40.733333,46.316667
509,KWE,Guiyang Longdongbao International Airport,China,Guiyang,26.544217,106.79598
510,KWI,Kuwait International,Kuwait,Kuwait,29.240116,47.971251
511,KWJ,Gwangju,Republic of Korea,Gwangju,35.140176,126.810208
512,KWL,Guilin Liangjiang International Airport,China,Guilin,25.217585,110.046839
513,KXB,Sangia Nibandera Airport,Indonesia,Kolaka,-4.341744,121.523888
514,KYA,Konya,Turkiye,Konya,37.979167,32.562222
515,KYP,Kyaukpyu,Myanmar,Kyaukpyu,19.429139,93.535166
516,KZO,Kzyl-Orda Airport,Kazakhstan,Kzyl-Orda,44.70727,65.592248
517,LAB,Lablab,Papua New Guinea,Lablab,-5.633333,148.066667
518,LAH,Oesman Sadik Airport,Indonesia,Labuha,-0.636548,127.500265
519,LAO,Laoag Intl,Philippines,Laoag,18.182408,120.534123
520,LBD,Khudzhand Airport,Tajikistan,Khujand,40.219887,69.6965
521,LBJ,Labuan Bajo,Indonesia,Labuan Bajo,-8.486215,119.889281
522,LBP,Long Banga Airport,Malaysia,Long Banga,3.2,115.4
523,LBU,Labuan,Malaysia,Labuan,5.294355,115.249164
524,LCA,Larnaca Airport,Cyprus,Larnaca,34.870871,33.607975
525,LCX,Longyan Airport,China,Longyan,25.675556,116.745556
526,LDS,Yichun Shi Airport,China,Yichun,47.751828,129.017988
527,LDU,Lahad Datu,Malaysia,Lahad Datu,5.035278,118.326111
528,LFQ,Linfen Qiaoli Airport,China,Qiaoli,36.043525,111.494936
529,LGK,Langkawi,Malaysia,Langkawi,6.342174,99.731403
530,LGL,Long Lellang Airport,Malaysia,Long Lellang,3.42139,115.15361
531,LHE,Allama Iqbal International,Pakistan,Lahore,31.520833,74.402778
532,LHN,Linhares Municipal Airport,Brazil,Linhares,-19.3572,-40.0697
533,LHW,Lanzhou Zhongchuan International Airport,China,Lanzhou,36.509497,103.61756
534,LJG,Lijiang Sanyi Airport,China,Lijiang,26.679975,100.245768
535,LKA,Larantuka,Indonesia,Larantuka,-8.274301,123.001315
536,LKH,Long Akah Airport,Malaysia,Long Akah,3.312934,114.785657
537,LKO,Lucknow,India,Lucknow,26.764257,80.884186
538,LLB,Libo County Libo City Airport,China,Libo City,25.452476,107.961916
539,LLF,Lingling Airport,China,Yongzhou,26.345556,111.612222
540,LLJ,Silampari Airport,Indonesia,Lubuk Linggau,-3.284167,102.913333
541,LLK,Lankaran International Airport,Azerbaijan,Lankaran,38.74203,48.824093
542,LLM,Lomlom Airport,Solomon Islands,Lomlom,-10.2975,166.33
543,LLO,Lagaligo Airport,Indonesia,Palopo,-3.084722,120.245278
544,LLV,Luliang Airport,China,Luliang,37.683333,111.142778
545,LMN,Limbang,Malaysia,Limbang,4.666667,115.0
546,LMU,Letung Airport,Indonesia,Jemaja Island,2.963056,105.754444
547,LNJ,Lincang Airport,China,Lincang,23.744107,100.026244
548,LNL,Cheng Xian Airport,China,Longan,33.7898,105.788395
549,LNU,Kolonel RA Bessing Airport,Indonesia,Malinau,3.576389,116.618333
550,LOE,Loei Airport,Thailand,Loei,17.437847,101.72187
551,LOP,Lombok International Airport,Indonesia,Praya,-8.761611,116.273838
552,LPF,Liupanshui Yuezhao Airport,China,Yuezhao,26.605949,104.971351
553,LPQ,Luang Prabang,Lao People's Democratic Republic,Luang Prabang,19.897055,102.163709
554,LPT,Lampang,Thailand,Lampang,18.274167,99.507222
555,LRR,Lar Airport,Iran,Lar,27.669689,54.38276
556,LSH,Lashio,Myanmar,Lashio,22.966667,97.75
557,LSW,Malikus Saleh Airport,Indonesia,Lhoksumawe,5.226667,96.950278
558,LTI,Altai Airport,Mongolia,Altai,46.376184,96.221008
559,LTK,Bassel Al Assad International,Syrian Arab Republic,Latakia,35.407353,35.943994
560,LUH,Ludhiana Airport,India,Ludhiana,30.9,75.85
561,LUM,Dehong Mangshi Airport,China,Mangshi,24.405279,98.531897
562,LUV,Langguri,Indonesia,Langgur,-5.666667,132.716667
563,LUW,Bubung,Indonesia,Luwuk,-1.039336,122.771611
564,LWE,Wunopito Airport,Indonesia,Lewoleba,-8.36278,123.43778
565,LWY,Lawas Airport,Malaysia,Lawas,4.846565,115.406995
566,LXA,Lhasa Airport,China,Lhasa/Lasa,29.2978,90.911903
567,LXG,Luang Namtha Airport,Lao People's Democratic Republic,Luang Namtha,21.05,101.466667
568,LYA,Luoyang Airport,China,Luoyang,34.736361,112.385406
569,LYG,Lianyungang Airport,China,Lianyungang,34.565938,118.876986
570,LYI,Linyi Airport,China,Linyi,35.047477,118.407068
571,LYP,Faisalabad International,Pakistan,Faisalabad,31.363042,72.987572
572,LZH,Bailian Airport,China,Liuzhou,24.206155,109.398427
573,LZN,Matsu Nangan Airport,Taiwan,Nangan,26.159444,119.958333
574,LZO,Yunlong Airport,China,Luzhou,29.030556,105.46889
575,LZY,Nyingchi Airport,China,Nyingchi,29.309076,94.335883
576,MAA,Chennai International,India,Chennai,12.982267,80.163782
577,MAQ,Mae Sot Airport,Thailand,Mae Sot,16.701422,98.543474
578,MBE,Monbetsu,Japan,Monbetsu,44.266667,143.383333
579,MBT,Masbate Airport,Philippines,Masbate,12.36944,123.62917
580,MCT,Seeb International,Oman,Muscat,23.600739,58.284042
581,MDC,Sam Ratulangi,Indonesia,Manado,1.543533,124.922029
582,MDG,Mudanjiang,China,Mudanjiang,44.534943,129.58384
583,MDL,Mandalay International,Myanmar,Mandalay,21.702169,95.977893
584,MED,Madinah,Saudi Arabia,Madinah,24.544369,39.698966
585,MEQ,Seunagan Airport,Indonesia,Meulaboh,4.15,96.116667
586,MFK,Mafikeng North,Taiwan,Matsu,26.224018,120.000507
587,MFM,Macau International,Macau SAR,Macau,22.156587,113.57285
588,MGZ,Myeik,Myanmar,Myeik,12.45,98.616667
589,MHD,Mashhad,Iran,Mashad,36.235207,59.640996
590,MIG,Mianyang Airport,China,Mian Yang,31.427633,104.747139
591,MJU,Tampa Padang Airport,Indonesia,Mamuju,-2.587331,119.029065
592,MKM,Mukah Airport,Malaysia,Mukah,2.906944,112.079722
593,MKQ,Mopah,Indonesia,Merauke,-8.519837,140.41894
594,MKW,Rendani,Indonesia,Manokwari,-0.893056,134.052778
595,MKZ,Malacca,Malaysia,Malacca,2.262959,102.252464
596,MLE,Male International Airport,Maldives,Male,4.19183,73.529108
597,MLG,Abdul Rachman Saleh,Indonesia,Malang,-7.926611,112.71449
598,MLX,Erhac,Turkiye,Malatya,38.354444,38.253611
599,MMB,Memanbetsu,Japan,Memanbetsu,43.881084,144.160012
600,MMD,Minami Daito,Japan,Minami Daito,25.846431,131.263668
601,MMJ,Matsumoto Airport,Japan,Matsumoto,36.166801,137.923004
602,MMY,Miyako Jima,Japan,Miyakojima,24.779198,125.297786
603,MNL,Ninoy Aquino International,Philippines,Manila,14.511205,121.019208
604,MNU,Mawlamyine Airport,Myanmar,Mawlamyine,16.444747,97.660669
605,MOF,Wai Oti,Indonesia,Maumere,-8.637726,122.238255
606,MOH,Dibrugarh,Indonesia,Morowali,-2.201897,121.662013
607,MPH,Godofredo P,Philippines,Caticlan,11.924497,121.954003
608,MRX,Mahshahr Airport,Iran,Bandar Mahshahr,30.553822,49.149379
609,MSH,Masirah,Oman,Masirah,20.669335,58.890696
610,MSJ,Misawa Ab,Japan,Misawa,40.696315,141.386897
611,MSR,Mus Airport,Turkiye,Mus,38.725,41.625
612,MUR,Marudi,Malaysia,Marudi,4.183333,114.316667
613,MUX,Multan International,Pakistan,Multan,30.199507,71.414978
614,MWX,Muan,Republic of Korea,Gwangju,34.991406,126.382814
615,MXV,Moron Airport,Mongolia,Moron,49.663244,100.095329
616,MXZ,Meixian Airport,China,Mei Xian,24.266812,116.104491
617,MYJ,Matsuyama,Japan,Matsuyama,33.829102,132.704058
618,MYP,Mary Airport,Turkmenistan,Mary,37.664034,61.829644
619,MYQ,Mysore Airport,India,Mysore,12.22886,76.657727
620,MYT,Myitkyina,Myanmar,Myitkyina,25.384256,97.356922
621,MYY,Miri Airport,Malaysia,Miri,4.324112,113.988106
622,MZG,Makung,Taiwan,Magong,23.560451,119.6295
623,MZH,Merzifon,Turkiye,Merzifon,40.883333,35.533333
624,MZR,Mazar I Sharif,Afghanistan,Mazar-I-Sharif,36.709192,67.208485
625,MZV,Mulu,Malaysia,Mulu,4.033333,114.8
626,MZW,Matsu,Algeria,Mechria,33.5354,-0.242177
627,NAG,Nagpur,India,Nagpur,21.090037,79.05636
628,NAJ,Nakhichevan,Azerbaijan,Nakhichevan,39.190278,45.458889
629,NAM,Namlea Airport,Indonesia,Namlea,-3.237134,127.100235
630,NAO,Nanchong Airport,China,Nanchong,30.8,106.066667
631,NAV,Kapadokya,Turkiye,Nevsehir,38.633333,34.716667
632,NAW,Narathiwat,Thailand,Narathiwat,6.516667,101.75
633,NBS,Changbaishan Airport,China,Baishan,42.083332,127.6
634,NBX,Nabire,Indonesia,Nabire,-3.366667,135.433333
635,NCU,Nukus,Uzbekistan,Nukus,42.483333,59.633333
636,NDC,Nanded Airport,India,Nanded,19.183333,77.316667
637,NDG,Qiqihar Sanjiazi Airport,China,Qiqihar,47.316667,123.916667
638,NEU,Sam Neua Airport,Lao People's Democratic Republic,Sam Neua,20.419033,104.067893
639,NGB,Ningbo Lishe International Airport,China,Ningbo,29.826696,121.462002
640,NGO,Nagoya,Japan,Nagoya,34.858333,136.805278
641,NGQ,Gunsa,China,Shi Quan He,32.103817,80.054276
642,NGS,Nagasaki,Japan,Nagasaki,32.914398,129.92257
643,NJF,Al Najaf International Airport,Iraq,Al-Najaf,31.989792,44.404576
644,NKG,Lu Kou Airport,China,Nanjing,31.735737,118.86652
645,NKM,Nagoya Airport,Japan,Nagoya,35.253892,136.919572
646,NLH,Ninglang Luguhu Airport,China,Ninglang,27.542558,100.759323
647,NLT,Nalati Airport,China,Xinyuan,43.43222,83.382225
648,NMA,Namangan Airport,Uzbekistan,Namangan,40.983333,71.6
649,NNG,Nanning Wuxu International Airport,China,Nanning,22.61321,108.167501
650,NNT,Nan,Thailand,Nan,18.8,100.783333
651,NNY,Nanyang Airport,China,Nanyang,32.9837,112.613056
652,NQZ,Nursultan Nazarbayev,Kazakhstan,Astana,51.027811,71.461199
653,NRE,Namrole Airport,Indonesia,Namrole,-3.854102,126.703082
654,NRT,Narita International Airport,Japan,Tokyo,35.773213,140.387443
655,NSH,Now Shahr Airport,Iran,Now Shahr,36.666667,51.5
656,NST,Cha Ian,Thailand,Nakhon Si Thammarat,8.467457,99.957527
657,NTG,Nantong Airport,China,Nantong,32.072921,120.975605
658,NTQ,Noto,Japan,Wajima,37.294677,136.956803
659,NTX,Natuna Ranai Airport,Indonesia,Natuna Ranai,3.95,108.383333
660,NUM,Neom Bay Airport,Saudi Arabia,Neom Bay,27.927838,35.291935
661,NVI,Navoi Airport,Uzbekistan,Navoi,40.115,65.159167
662,NYT,Nay Pyi Taw Airport,Myanmar,Naypyidaw,19.6225,96.201385
663,NYU,Nyaung,Myanmar,Nyaung-u,21.175342,94.928321
664,NYW,Monywa Airport,Myanmar,Monywa,22.22151,95.093978
665,NZH,Manzhouli,China,Manzhouli,49.570592,117.331627
666,NZL,Zhalantun Chengjisihan Airport,China,Chengjisihan,47.719903,122.832004
667,OBO,Obihiro,Japan,Obihiro,42.732003,143.212437
668,ODN,Long Seridan Airport,Malaysia,Long Seridan,4.033333,115.066667
669,ODY,Oudomxay,Lao People's Democratic Republic,Muang Xay,20.682699,101.994003
670,OGN,Yonaguni Jima,Japan,Yonaguni,24.465925,122.979684
671,OHE,Mohe Airport,China,Mohe,52.921132,122.420595
672,OHS,Sohar Airport,Oman,Sohar,24.395722,56.617474
673,OIR,Okushiri,Japan,Okushiri,42.071984,139.43488
674,OIT,Oita,Japan,Oita,33.477237,131.732362
675,OKA,Okinawa,Japan,Okinawa,26.204954,127.645842
676,OKD,Sapporo,Japan,Sapporo,43.110374,141.381998
677,OKE,Okino Erabu Airport,Japan,Wadomari,27.431667,128.705556
678,OKI,Oki Island Airport,Japan,Oki Island,36.166667,133.316667
679,OKJ,Okayama,Japan,Okayama,34.760218,133.85277
680,OKL,Oksibil,Indonesia,Oksibil,-4.908143,140.630456
681,OMH,Urmieh,Iran,Nazluy-ye Jonubi,37.664954,45.065648
682,ONJ,Odate Noshiro Airport,Japan,Odate Noshiro,40.196414,140.373826
683,ONQ,Zonguldak,Turkiye,Zonguldak,41.506141,32.089599
684,OSS,Osh,Kyrgyzstan,Osh,40.60769,72.786482
685,OTI,Pitu Airport,Indonesia,Morotai Island,2.04599,128.324997
686,OZC,Ozamis,Philippines,Ozamiz,8.181967,123.845414
687,PAB,Bilaspur,India,Bilaspur,31.316667,76.833333
688,PAG,Pagadian Airport,Philippines,Pagadian,7.826667,123.4575
689,PAT,Patna,India,Patna,25.594891,85.090669
690,PBH,Paro,Bhutan,Paro,27.433333,89.416667
691,PBU,Putao,Myanmar,Putao,27.333333,97.416667
692,PCQ,Boun Neua Airport,Lao People's Democratic Republic,Phongsaly,21.645601,101.900337
693,PDG,Tabing,Indonesia,Padang,-0.786667,100.280556
694,PEK,Beijing Capital International Airport,China,Beijing,40.078538,116.587095
695,PEN,Penang International,Malaysia,Penang,5.292961,100.265173
696,PEW,Peshawar,Pakistan,Peshawar,33.989083,71.519252
697,PFO,Paphos International Airport,Cyprus,Paphos,34.711552,32.489104
698,PFQ,Parsabade Moghan Airport,Iran,Parsabad,39.606892,47.877521
699,PGH,Pantnagar Airport,India,Pantnagar,29.031944,79.473611
700,PGK,Pangkalpinang,Indonesia,Pangkal Pinang,-2.164017,106.137071
701,PGU,Ala'Marvdasht Airport,Iran,Ala'Marvdasht,27.383959,52.735514
702,PHS,Phitsanulok,Thailand,Phitsanulok,16.771307,100.281196
703,PKN,Pangkalanboun,Indonesia,Pangkalanbun,-2.703815,111.669942
704,PKR,Pokhara,Nepal,Pokhara,28.198646,83.977761
705,PKU,Sultan Syarif Kasim Ii,Indonesia,Pekanbaru,0.464563,101.446883
706,PKX,Daxing International Airport,China,Beijing,39.508611,116.410833
707,PKY,Tjilik Riwut,Indonesia,Palangkaraya,-2.223958,113.945782
708,PKZ,Pakse,Lao People's Democratic Republic,Pakse,15.136257,105.781295
709,PLM,Sultan Mahmud Badaruddin Ii,Indonesia,Palembang,-2.900146,104.698607
710,PLW,Mutiara,Indonesia,Palu,-0.918617,119.909729
711,PLX,Semipalatinsk Airport,Kazakhstan,Semipalatinsk,50.351741,80.233789
712,PNH,Phnom Penh,Cambodia,Phnom Penh,11.552193,104.846174
713,PNK,Supadio,Indonesia,Pontianak,-0.14735,109.405328
714,PNQ,Pune,India,Pune,18.581389,73.920556
715,PPK,Petropavlovsk Airport,Kazakhstan,Petropavlovsk,54.775735,69.187045
716,PPS,Puerto Princesa,Philippines,Puerto Princesa,9.740198,118.756739
717,PQC,Duong Dong Airport,Viet Nam,Phu Quoc,10.169789,103.993104
718,PSU,Putussibau,Indonesia,Putussibau,0.835433,112.937507
719,PUM,Pomala Airport,Indonesia,Pomala,-4.180931,121.615124
720,PUS,Gimhae International,Republic of Korea,Busan,35.179319,128.948728
721,PVG,Shanghai Pudong International Airport,China,Shanghai,31.143333,121.805278
722,PWQ,Pavlodar Airport,Kazakhstan,Pavlodar,52.195808,77.073959
723,PXU,Pleiku Airport,Viet Nam,Pleiku,14.006346,108.00896
724,PYB,Jeypore Airport,India,Jeypore,18.833333,82.633333
725,PYG,Pakyong Airport,India,Pakyong,27.2278,88.586944
726,PZI,Panzhihua,China,Pan Zhi Hua,26.538734,101.793861
727,QSZ,Shache Airport,China,Shache,38.245562,77.056094
728,RAE,Arar,Saudi Arabia,Arar,30.903029,41.137115
729,RAH,Rafha,Saudi Arabia,Rafha,29.623463,43.488786
730,RAS,Rasht,Iran,Rasht,37.321814,49.619586
731,RDP,Kazi Nazrul Islam Airport,India,Andal,23.621389,87.243333
732,RGN,Yangon International,Myanmar,Yangon,16.900069,96.134152
733,RIS,Rishiri,Japan,Rishiri,45.183333,141.25
734,RIY,Riyan,Republic of Yemen,Riyan,14.666999,49.373684
735,RIZ,Rizhao Shanzihe Airport,China,Rizhao,35.400771,119.317278
736,RJA,Rajahmundry,India,Rajahmundry,17.109639,81.820807
737,RJB,Rajbiraj Airport,Nepal,Rajbiraj,26.509793,86.734684
738,RJH,Rajshahi,Bangladesh,Rajshahi,24.433333,88.616667
739,RKT,Ras Al Khaimah International,United Arab Emirates,Ras al-Khaimah,25.616667,55.941224
740,RKZ,Shigatse Peace Airport,China,Shigatse,29.351944,89.31
741,RLK,Bayannur Tianjitai Airport,China,Bayannur,40.926388,107.73889
742,RMQ,Taichung International Airport,Taiwan,Shalu,24.254755,120.601184
743,RNJ,Yoron,Japan,Yoronjima,27.042213,128.406343
744,ROI,Roi Et,Thailand,Roi Et,16.116736,103.773842
745,RPR,Raipur,India,Raipur,21.184561,81.739751
746,RQA,Ruoqiang,China,Ruogiang,38.974722,88.008333
747,RRK,Rourkela,India,Rourkela,22.256667,84.814722
748,RSU,Yeosu,Republic of Korea,Yeosu,34.8419,127.612673
749,RTG,Satar Tacik,Indonesia,Ruteng,-8.596921,120.478345
750,RUH,King Khaled International,Saudi Arabia,Riyadh,24.959289,46.702876
751,RXS,Roxas Airport,Philippines,Roxas City,11.60066,122.748817
752,RZR,Ramsar,Iran,Ramsar,36.904624,50.682442
753,SAG,Shirdi Airport,India,Shirdi,19.688611,74.378889
754,SAH,Sanaa Intl,Republic of Yemen,Sana'a,15.476298,44.219702
755,SAW,Istanbul Sabiha Gökçen International Airport,Turkiye,Istanbul,40.904676,29.309188
756,SBW,Sibu,Malaysia,Sibu,2.254997,111.986575
757,SCO,Aktau,Kazakhstan,Aktau,43.857447,51.089073
758,SCT,Socotra Airport,Republic of Yemen,Socotra,12.627546,53.909245
759,SDG,Sanandaj,Iran,Sanandaj,35.251473,47.013766
760,SDJ,Sendai Airport,Japan,Sendai,38.135556,140.923889
761,SDK,Sandakan,Malaysia,Sandakan,5.896877,118.061833
762,SDW,Sindhudurg Airport,India,Malvan,16.0025,73.53111
763,SGN,Tansonnhat International,Viet Nam,Ho Chi Minh City,10.813045,106.662477
764,SHA,Hongqiao International,China,Shanghai,31.19779,121.333473
765,SHB,Nakashibetsu Airport,Japan,Nakashibetsu,43.572196,144.956129
766,SHE,Shenyang Taoxian International Airport,China,Shenyang,41.634992,123.485731
767,SHF,Shihezi Huayuan Airport,China,Shihezi,44.244171,85.894731
768,SHI,Shimojishima Airport,Japan,Miyakojima,24.816667,125.15
769,SHJ,Sharjah International,United Arab Emirates,Sharjah,25.320873,55.52029
770,SHL,Shillong Airport,India,Umroi,25.704872,91.975983
771,SHM,Shirahama Airport,Japan,Shirahama,33.661389,135.358056
772,SHS,Shashi Airport,China,Shashi,30.321995,112.2781
773,SHW,Sharurah,Saudi Arabia,Sharurah,17.469459,47.111983
774,SIF,Simara,Nepal,Simara,27.163563,84.979195
775,SIN,Singapore Changi Airport,Singapore,Singapore,1.361173,103.990201
776,SJI,Antique,Philippines,San Jose,12.360818,121.045574
777,SJW,Shijiazhuang Daguocun International Airport,China,Shijiazhuang,38.281868,114.692106
778,SKD,Samarkand,Uzbekistan,Samarkand,39.696217,66.990854
779,SKH,Surkhet Airport,Nepal,Surkhet,28.586104,81.635933
780,SKT,Sialkot Airport,Pakistan,Sialkot,32.536793,74.365498
781,SKZ,Sukkur,Pakistan,Sukkur,27.72336,68.795803
